candidate,sentiment,time_period,date,tweeter_type,count,primary_key
Biden,negative,Post-Caucus,2020-02-23,heavy,2,1
Biden,negative,Post-Caucus,2020-02-23,light,245,2
Biden,negative,Post-Caucus,2020-02-23,moderate,11,3
Biden,negative,Post-Caucus,2020-02-23,troll,2,4
Biden,negative,Post-Caucus,2020-02-24,heavy,3,5
Biden,negative,Post-Caucus,2020-02-24,light,80,6
Biden,negative,Post-Caucus,2020-02-24,moderate,5,7
Biden,negative,Post-Caucus,2020-02-25,light,1,8
Biden,negative,Post-Debate,2020-02-19,heavy,2,9
Biden,negative,Post-Debate,2020-02-19,light,22,10
Biden,negative,Post-Debate,2020-02-19,moderate,5,11
Biden,negative,Post-Debate,2020-02-20,heavy,6,12
Biden,negative,Post-Debate,2020-02-20,light,37,13
Biden,negative,Post-Debate,2020-02-20,moderate,9,14
Biden,negative,Post-Debate,2020-02-20,troll,1,15
Biden,negative,Post-Debate,2020-02-21,heavy,6,16
Biden,negative,Post-Debate,2020-02-21,light,53,17
Biden,negative,Post-Debate,2020-02-21,moderate,6,18
Biden,negative,Post-Debate,2020-02-22,heavy,5,19
Biden,negative,Post-Debate,2020-02-22,light,37,20
Biden,negative,Post-Debate,2020-02-22,moderate,2,21
Biden,negative,Pre-Debate,2020-02-10,light,18,22
Biden,negative,Pre-Debate,2020-02-11,heavy,1,23
Biden,negative,Pre-Debate,2020-02-11,light,11,24
Biden,negative,Pre-Debate,2020-02-12,heavy,1,25
Biden,negative,Pre-Debate,2020-02-12,light,47,26
Biden,negative,Pre-Debate,2020-02-12,moderate,3,27
Biden,negative,Pre-Debate,2020-02-13,heavy,2,28
Biden,negative,Pre-Debate,2020-02-13,light,33,29
Biden,negative,Pre-Debate,2020-02-13,moderate,6,30
Biden,negative,Pre-Debate,2020-02-14,heavy,1,31
Biden,negative,Pre-Debate,2020-02-14,light,36,32
Biden,negative,Pre-Debate,2020-02-14,moderate,4,33
Biden,negative,Pre-Debate,2020-02-15,heavy,2,34
Biden,negative,Pre-Debate,2020-02-15,light,25,35
Biden,negative,Pre-Debate,2020-02-15,moderate,3,36
Biden,negative,Pre-Debate,2020-02-16,heavy,12,37
Biden,negative,Pre-Debate,2020-02-16,light,45,38
Biden,negative,Pre-Debate,2020-02-16,moderate,23,39
Biden,negative,Pre-Debate,2020-02-17,heavy,3,40
Biden,negative,Pre-Debate,2020-02-17,light,44,41
Biden,negative,Pre-Debate,2020-02-17,moderate,17,42
Biden,negative,Pre-Debate,2020-02-17,troll,1,43
Biden,negative,Pre-Debate,2020-02-18,bot,1,44
Biden,negative,Pre-Debate,2020-02-18,heavy,7,45
Biden,negative,Pre-Debate,2020-02-18,light,170,46
Biden,negative,Pre-Debate,2020-02-18,moderate,11,47
Biden,negative,Pre-Debate,2020-02-19,heavy,4,48
Biden,negative,Pre-Debate,2020-02-19,light,34,49
Biden,negative,Pre-Debate,2020-02-19,moderate,3,50
Biden,negative,Pre-Debate,2020-02-19,troll,2,51
Biden,positive,Post-Caucus,2020-02-23,heavy,11,52
Biden,positive,Post-Caucus,2020-02-23,light,400,53
Biden,positive,Post-Caucus,2020-02-23,moderate,28,54
Biden,positive,Post-Caucus,2020-02-24,heavy,5,55
Biden,positive,Post-Caucus,2020-02-24,light,203,56
Biden,positive,Post-Caucus,2020-02-24,moderate,24,57
Biden,positive,Post-Caucus,2020-02-25,light,8,58
Biden,positive,Post-Debate,2020-02-19,heavy,11,59
Biden,positive,Post-Debate,2020-02-19,light,13,60
Biden,positive,Post-Debate,2020-02-19,moderate,6,61
Biden,positive,Post-Debate,2020-02-19,troll,1,62
Biden,positive,Post-Debate,2020-02-20,heavy,9,63
Biden,positive,Post-Debate,2020-02-20,light,57,64
Biden,positive,Post-Debate,2020-02-20,moderate,18,65
Biden,positive,Post-Debate,2020-02-21,heavy,22,66
Biden,positive,Post-Debate,2020-02-21,light,106,67
Biden,positive,Post-Debate,2020-02-21,moderate,30,68
Biden,positive,Post-Debate,2020-02-22,heavy,12,69
Biden,positive,Post-Debate,2020-02-22,light,58,70
Biden,positive,Post-Debate,2020-02-22,moderate,10,71
Biden,positive,Pre-Debate,2020-02-10,heavy,2,72
Biden,positive,Pre-Debate,2020-02-10,light,11,73
Biden,positive,Pre-Debate,2020-02-10,moderate,21,74
Biden,positive,Pre-Debate,2020-02-11,heavy,6,75
Biden,positive,Pre-Debate,2020-02-11,light,9,76
Biden,positive,Pre-Debate,2020-02-11,moderate,5,77
Biden,positive,Pre-Debate,2020-02-12,bot,2,78
Biden,positive,Pre-Debate,2020-02-12,heavy,6,79
Biden,positive,Pre-Debate,2020-02-12,light,57,80
Biden,positive,Pre-Debate,2020-02-12,moderate,23,81
Biden,positive,Pre-Debate,2020-02-13,bot,10,82
Biden,positive,Pre-Debate,2020-02-13,heavy,8,83
Biden,positive,Pre-Debate,2020-02-13,light,92,84
Biden,positive,Pre-Debate,2020-02-13,moderate,6,85
Biden,positive,Pre-Debate,2020-02-14,bot,6,86
Biden,positive,Pre-Debate,2020-02-14,heavy,5,87
Biden,positive,Pre-Debate,2020-02-14,light,92,88
Biden,positive,Pre-Debate,2020-02-14,moderate,12,89
Biden,positive,Pre-Debate,2020-02-15,heavy,7,90
Biden,positive,Pre-Debate,2020-02-15,light,52,91
Biden,positive,Pre-Debate,2020-02-15,moderate,16,92
Biden,positive,Pre-Debate,2020-02-15,troll,1,93
Biden,positive,Pre-Debate,2020-02-16,bot,4,94
Biden,positive,Pre-Debate,2020-02-16,heavy,24,95
Biden,positive,Pre-Debate,2020-02-16,light,41,96
Biden,positive,Pre-Debate,2020-02-16,moderate,10,97
Biden,positive,Pre-Debate,2020-02-17,bot,5,98
Biden,positive,Pre-Debate,2020-02-17,heavy,11,99
Biden,positive,Pre-Debate,2020-02-17,light,53,100
Biden,positive,Pre-Debate,2020-02-17,moderate,12,101
Biden,positive,Pre-Debate,2020-02-17,troll,1,102
Biden,positive,Pre-Debate,2020-02-18,bot,2,103
Biden,positive,Pre-Debate,2020-02-18,heavy,16,104
Biden,positive,Pre-Debate,2020-02-18,light,79,105
Biden,positive,Pre-Debate,2020-02-18,moderate,16,106
Biden,positive,Pre-Debate,2020-02-19,heavy,13,107
Biden,positive,Pre-Debate,2020-02-19,light,36,108
Biden,positive,Pre-Debate,2020-02-19,moderate,10,109
Bloomberg,negative,Post-Caucus,2020-02-23,heavy,2,110
Bloomberg,negative,Post-Caucus,2020-02-23,light,127,111
Bloomberg,negative,Post-Caucus,2020-02-23,moderate,8,112
Bloomberg,negative,Post-Caucus,2020-02-23,troll,2,113
Bloomberg,negative,Post-Caucus,2020-02-24,light,25,114
Bloomberg,negative,Post-Caucus,2020-02-25,light,2,115
Bloomberg,negative,Post-Debate,2020-02-19,heavy,2,116
Bloomberg,negative,Post-Debate,2020-02-19,light,21,117
Bloomberg,negative,Post-Debate,2020-02-19,moderate,6,118
Bloomberg,negative,Post-Debate,2020-02-19,troll,1,119
Bloomberg,negative,Post-Debate,2020-02-20,heavy,8,120
Bloomberg,negative,Post-Debate,2020-02-20,light,81,121
Bloomberg,negative,Post-Debate,2020-02-20,moderate,21,122
Bloomberg,negative,Post-Debate,2020-02-20,troll,4,123
Bloomberg,negative,Post-Debate,2020-02-21,heavy,2,124
Bloomberg,negative,Post-Debate,2020-02-21,light,57,125
Bloomberg,negative,Post-Debate,2020-02-21,moderate,11,126
Bloomberg,negative,Post-Debate,2020-02-21,troll,3,127
Bloomberg,negative,Post-Debate,2020-02-22,heavy,2,128
Bloomberg,negative,Post-Debate,2020-02-22,light,44,129
Bloomberg,negative,Post-Debate,2020-02-22,moderate,3,130
Bloomberg,negative,Post-Debate,2020-02-22,troll,2,131
Bloomberg,negative,Pre-Debate,2020-02-10,light,2,132
Bloomberg,negative,Pre-Debate,2020-02-11,light,6,133
Bloomberg,negative,Pre-Debate,2020-02-12,light,15,134
Bloomberg,negative,Pre-Debate,2020-02-13,heavy,6,135
Bloomberg,negative,Pre-Debate,2020-02-13,light,17,136
Bloomberg,negative,Pre-Debate,2020-02-13,moderate,5,137
Bloomberg,negative,Pre-Debate,2020-02-14,heavy,5,138
Bloomberg,negative,Pre-Debate,2020-02-14,light,16,139
Bloomberg,negative,Pre-Debate,2020-02-14,moderate,4,140
Bloomberg,negative,Pre-Debate,2020-02-14,troll,5,141
Bloomberg,negative,Pre-Debate,2020-02-15,heavy,7,142
Bloomberg,negative,Pre-Debate,2020-02-15,light,35,143
Bloomberg,negative,Pre-Debate,2020-02-15,moderate,7,144
Bloomberg,negative,Pre-Debate,2020-02-15,troll,3,145
Bloomberg,negative,Pre-Debate,2020-02-16,heavy,11,146
Bloomberg,negative,Pre-Debate,2020-02-16,light,20,147
Bloomberg,negative,Pre-Debate,2020-02-16,moderate,12,148
Bloomberg,negative,Pre-Debate,2020-02-16,troll,1,149
Bloomberg,negative,Pre-Debate,2020-02-17,light,32,150
Bloomberg,negative,Pre-Debate,2020-02-17,moderate,13,151
Bloomberg,negative,Pre-Debate,2020-02-17,troll,5,152
Bloomberg,negative,Pre-Debate,2020-02-18,bot,1,153
Bloomberg,negative,Pre-Debate,2020-02-18,heavy,6,154
Bloomberg,negative,Pre-Debate,2020-02-18,light,56,155
Bloomberg,negative,Pre-Debate,2020-02-18,moderate,15,156
Bloomberg,negative,Pre-Debate,2020-02-18,troll,1,157
Bloomberg,negative,Pre-Debate,2020-02-19,heavy,5,158
Bloomberg,negative,Pre-Debate,2020-02-19,light,57,159
Bloomberg,negative,Pre-Debate,2020-02-19,moderate,15,160
Bloomberg,negative,Pre-Debate,2020-02-19,troll,5,161
Bloomberg,positive,Post-Caucus,2020-02-23,bot,3,162
Bloomberg,positive,Post-Caucus,2020-02-23,heavy,2,163
Bloomberg,positive,Post-Caucus,2020-02-23,light,135,164
Bloomberg,positive,Post-Caucus,2020-02-23,moderate,8,165
Bloomberg,positive,Post-Caucus,2020-02-24,heavy,1,166
Bloomberg,positive,Post-Caucus,2020-02-24,light,37,167
Bloomberg,positive,Post-Caucus,2020-02-24,moderate,13,168
Bloomberg,positive,Post-Debate,2020-02-19,heavy,10,169
Bloomberg,positive,Post-Debate,2020-02-19,light,22,170
Bloomberg,positive,Post-Debate,2020-02-19,moderate,2,171
Bloomberg,positive,Post-Debate,2020-02-19,troll,1,172
Bloomberg,positive,Post-Debate,2020-02-20,bot,2,173
Bloomberg,positive,Post-Debate,2020-02-20,heavy,8,174
Bloomberg,positive,Post-Debate,2020-02-20,light,93,175
Bloomberg,positive,Post-Debate,2020-02-20,moderate,13,176
Bloomberg,positive,Post-Debate,2020-02-20,troll,1,177
Bloomberg,positive,Post-Debate,2020-02-21,heavy,5,178
Bloomberg,positive,Post-Debate,2020-02-21,light,43,179
Bloomberg,positive,Post-Debate,2020-02-21,moderate,2,180
Bloomberg,positive,Post-Debate,2020-02-21,troll,1,181
Bloomberg,positive,Post-Debate,2020-02-22,bot,1,182
Bloomberg,positive,Post-Debate,2020-02-22,heavy,5,183
Bloomberg,positive,Post-Debate,2020-02-22,light,21,184
Bloomberg,positive,Post-Debate,2020-02-22,moderate,3,185
Bloomberg,positive,Post-Debate,2020-02-22,troll,1,186
Bloomberg,positive,Pre-Debate,2020-02-09,light,1,187
Bloomberg,positive,Pre-Debate,2020-02-10,light,1,188
Bloomberg,positive,Pre-Debate,2020-02-10,moderate,2,189
Bloomberg,positive,Pre-Debate,2020-02-11,heavy,1,190
Bloomberg,positive,Pre-Debate,2020-02-11,light,5,191
Bloomberg,positive,Pre-Debate,2020-02-11,moderate,6,192
Bloomberg,positive,Pre-Debate,2020-02-12,bot,2,193
Bloomberg,positive,Pre-Debate,2020-02-12,heavy,1,194
Bloomberg,positive,Pre-Debate,2020-02-12,light,19,195
Bloomberg,positive,Pre-Debate,2020-02-12,moderate,7,196
Bloomberg,positive,Pre-Debate,2020-02-13,heavy,4,197
Bloomberg,positive,Pre-Debate,2020-02-13,light,15,198
Bloomberg,positive,Pre-Debate,2020-02-13,moderate,1,199
Bloomberg,positive,Pre-Debate,2020-02-14,bot,7,200
Bloomberg,positive,Pre-Debate,2020-02-14,heavy,4,201
Bloomberg,positive,Pre-Debate,2020-02-14,light,20,202
Bloomberg,positive,Pre-Debate,2020-02-14,moderate,7,203
Bloomberg,positive,Pre-Debate,2020-02-14,troll,4,204
Bloomberg,positive,Pre-Debate,2020-02-15,bot,6,205
Bloomberg,positive,Pre-Debate,2020-02-15,heavy,7,206
Bloomberg,positive,Pre-Debate,2020-02-15,light,20,207
Bloomberg,positive,Pre-Debate,2020-02-15,moderate,4,208
Bloomberg,positive,Pre-Debate,2020-02-15,troll,1,209
Bloomberg,positive,Pre-Debate,2020-02-16,bot,10,210
Bloomberg,positive,Pre-Debate,2020-02-16,heavy,22,211
Bloomberg,positive,Pre-Debate,2020-02-16,light,19,212
Bloomberg,positive,Pre-Debate,2020-02-16,moderate,7,213
Bloomberg,positive,Pre-Debate,2020-02-16,troll,1,214
Bloomberg,positive,Pre-Debate,2020-02-17,bot,14,215
Bloomberg,positive,Pre-Debate,2020-02-17,heavy,4,216
Bloomberg,positive,Pre-Debate,2020-02-17,light,21,217
Bloomberg,positive,Pre-Debate,2020-02-17,moderate,7,218
Bloomberg,positive,Pre-Debate,2020-02-17,troll,2,219
Bloomberg,positive,Pre-Debate,2020-02-18,bot,13,220
Bloomberg,positive,Pre-Debate,2020-02-18,heavy,8,221
Bloomberg,positive,Pre-Debate,2020-02-18,light,57,222
Bloomberg,positive,Pre-Debate,2020-02-18,moderate,9,223
Bloomberg,positive,Pre-Debate,2020-02-19,bot,14,224
Bloomberg,positive,Pre-Debate,2020-02-19,heavy,7,225
Bloomberg,positive,Pre-Debate,2020-02-19,light,39,226
Bloomberg,positive,Pre-Debate,2020-02-19,moderate,11,227
Bloomberg,positive,Pre-Debate,2020-02-19,troll,1,228
Buttigieg,negative,Post-Caucus,2020-02-23,heavy,10,229
Buttigieg,negative,Post-Caucus,2020-02-23,light,533,230
Buttigieg,negative,Post-Caucus,2020-02-23,moderate,37,231
Buttigieg,negative,Post-Caucus,2020-02-23,troll,2,232
Buttigieg,negative,Post-Caucus,2020-02-24,heavy,6,233
Buttigieg,negative,Post-Caucus,2020-02-24,light,208,234
Buttigieg,negative,Post-Caucus,2020-02-24,moderate,15,235
Buttigieg,negative,Post-Caucus,2020-02-25,light,4,236
Buttigieg,negative,Post-Debate,2020-02-19,heavy,2,237
Buttigieg,negative,Post-Debate,2020-02-19,light,14,238
Buttigieg,negative,Post-Debate,2020-02-19,moderate,3,239
Buttigieg,negative,Post-Debate,2020-02-20,bot,1,240
Buttigieg,negative,Post-Debate,2020-02-20,heavy,2,241
Buttigieg,negative,Post-Debate,2020-02-20,light,54,242
Buttigieg,negative,Post-Debate,2020-02-20,moderate,8,243
Buttigieg,negative,Post-Debate,2020-02-20,troll,5,244
Buttigieg,negative,Post-Debate,2020-02-21,light,45,245
Buttigieg,negative,Post-Debate,2020-02-21,moderate,6,246
Buttigieg,negative,Post-Debate,2020-02-21,troll,5,247
Buttigieg,negative,Post-Debate,2020-02-22,heavy,1,248
Buttigieg,negative,Post-Debate,2020-02-22,light,42,249
Buttigieg,negative,Post-Debate,2020-02-22,moderate,2,250
Buttigieg,negative,Pre-Debate,2020-02-09,light,10,251
Buttigieg,negative,Pre-Debate,2020-02-09,moderate,1,252
Buttigieg,negative,Pre-Debate,2020-02-10,bot,1,253
Buttigieg,negative,Pre-Debate,2020-02-10,heavy,3,254
Buttigieg,negative,Pre-Debate,2020-02-10,light,98,255
Buttigieg,negative,Pre-Debate,2020-02-10,moderate,5,256
Buttigieg,negative,Pre-Debate,2020-02-11,heavy,1,257
Buttigieg,negative,Pre-Debate,2020-02-11,light,22,258
Buttigieg,negative,Pre-Debate,2020-02-11,moderate,1,259
Buttigieg,negative,Pre-Debate,2020-02-12,bot,2,260
Buttigieg,negative,Pre-Debate,2020-02-12,heavy,4,261
Buttigieg,negative,Pre-Debate,2020-02-12,light,91,262
Buttigieg,negative,Pre-Debate,2020-02-12,moderate,8,263
Buttigieg,negative,Pre-Debate,2020-02-13,bot,2,264
Buttigieg,negative,Pre-Debate,2020-02-13,heavy,1,265
Buttigieg,negative,Pre-Debate,2020-02-13,light,60,266
Buttigieg,negative,Pre-Debate,2020-02-13,moderate,7,267
Buttigieg,negative,Pre-Debate,2020-02-14,heavy,4,268
Buttigieg,negative,Pre-Debate,2020-02-14,light,59,269
Buttigieg,negative,Pre-Debate,2020-02-14,moderate,3,270
Buttigieg,negative,Pre-Debate,2020-02-14,troll,2,271
Buttigieg,negative,Pre-Debate,2020-02-15,light,35,272
Buttigieg,negative,Pre-Debate,2020-02-15,moderate,4,273
Buttigieg,negative,Pre-Debate,2020-02-15,troll,1,274
Buttigieg,negative,Pre-Debate,2020-02-16,heavy,9,275
Buttigieg,negative,Pre-Debate,2020-02-16,light,33,276
Buttigieg,negative,Pre-Debate,2020-02-16,moderate,8,277
Buttigieg,negative,Pre-Debate,2020-02-16,troll,1,278
Buttigieg,negative,Pre-Debate,2020-02-17,light,30,279
Buttigieg,negative,Pre-Debate,2020-02-17,moderate,4,280
Buttigieg,negative,Pre-Debate,2020-02-18,heavy,2,281
Buttigieg,negative,Pre-Debate,2020-02-18,light,43,282
Buttigieg,negative,Pre-Debate,2020-02-18,moderate,5,283
Buttigieg,negative,Pre-Debate,2020-02-19,bot,1,284
Buttigieg,negative,Pre-Debate,2020-02-19,heavy,4,285
Buttigieg,negative,Pre-Debate,2020-02-19,light,32,286
Buttigieg,negative,Pre-Debate,2020-02-19,moderate,3,287
Buttigieg,negative,Pre-Debate,2020-02-19,troll,1,288
Buttigieg,positive,Post-Caucus,2020-02-23,bot,2,289
Buttigieg,positive,Post-Caucus,2020-02-23,heavy,15,290
Buttigieg,positive,Post-Caucus,2020-02-23,light,444,291
Buttigieg,positive,Post-Caucus,2020-02-23,moderate,39,292
Buttigieg,positive,Post-Caucus,2020-02-23,troll,1,293
Buttigieg,positive,Post-Caucus,2020-02-24,heavy,4,294
Buttigieg,positive,Post-Caucus,2020-02-24,light,220,295
Buttigieg,positive,Post-Caucus,2020-02-24,moderate,26,296
Buttigieg,positive,Post-Caucus,2020-02-25,light,7,297
Buttigieg,positive,Post-Debate,2020-02-19,bot,4,298
Buttigieg,positive,Post-Debate,2020-02-19,heavy,7,299
Buttigieg,positive,Post-Debate,2020-02-19,light,25,300
Buttigieg,positive,Post-Debate,2020-02-19,moderate,5,301
Buttigieg,positive,Post-Debate,2020-02-20,bot,12,302
Buttigieg,positive,Post-Debate,2020-02-20,heavy,8,303
Buttigieg,positive,Post-Debate,2020-02-20,light,79,304
Buttigieg,positive,Post-Debate,2020-02-20,moderate,18,305
Buttigieg,positive,Post-Debate,2020-02-20,troll,1,306
Buttigieg,positive,Post-Debate,2020-02-21,bot,4,307
Buttigieg,positive,Post-Debate,2020-02-21,heavy,4,308
Buttigieg,positive,Post-Debate,2020-02-21,light,99,309
Buttigieg,positive,Post-Debate,2020-02-21,moderate,11,310
Buttigieg,positive,Post-Debate,2020-02-22,bot,2,311
Buttigieg,positive,Post-Debate,2020-02-22,heavy,9,312
Buttigieg,positive,Post-Debate,2020-02-22,light,53,313
Buttigieg,positive,Post-Debate,2020-02-22,moderate,9,314
Buttigieg,positive,Pre-Debate,2020-02-10,bot,1,315
Buttigieg,positive,Pre-Debate,2020-02-10,heavy,4,316
Buttigieg,positive,Pre-Debate,2020-02-10,light,23,317
Buttigieg,positive,Pre-Debate,2020-02-10,moderate,18,318
Buttigieg,positive,Pre-Debate,2020-02-11,heavy,1,319
Buttigieg,positive,Pre-Debate,2020-02-11,light,12,320
Buttigieg,positive,Pre-Debate,2020-02-11,moderate,4,321
Buttigieg,positive,Pre-Debate,2020-02-12,bot,3,322
Buttigieg,positive,Pre-Debate,2020-02-12,heavy,7,323
Buttigieg,positive,Pre-Debate,2020-02-12,light,91,324
Buttigieg,positive,Pre-Debate,2020-02-12,moderate,27,325
Buttigieg,positive,Pre-Debate,2020-02-13,bot,8,326
Buttigieg,positive,Pre-Debate,2020-02-13,heavy,2,327
Buttigieg,positive,Pre-Debate,2020-02-13,light,48,328
Buttigieg,positive,Pre-Debate,2020-02-13,moderate,8,329
Buttigieg,positive,Pre-Debate,2020-02-13,troll,1,330
Buttigieg,positive,Pre-Debate,2020-02-14,bot,2,331
Buttigieg,positive,Pre-Debate,2020-02-14,heavy,4,332
Buttigieg,positive,Pre-Debate,2020-02-14,light,57,333
Buttigieg,positive,Pre-Debate,2020-02-14,moderate,9,334
Buttigieg,positive,Pre-Debate,2020-02-15,bot,4,335
Buttigieg,positive,Pre-Debate,2020-02-15,heavy,1,336
Buttigieg,positive,Pre-Debate,2020-02-15,light,66,337
Buttigieg,positive,Pre-Debate,2020-02-15,moderate,8,338
Buttigieg,positive,Pre-Debate,2020-02-15,troll,2,339
Buttigieg,positive,Pre-Debate,2020-02-16,bot,7,340
Buttigieg,positive,Pre-Debate,2020-02-16,heavy,10,341
Buttigieg,positive,Pre-Debate,2020-02-16,light,51,342
Buttigieg,positive,Pre-Debate,2020-02-16,moderate,13,343
Buttigieg,positive,Pre-Debate,2020-02-17,bot,7,344
Buttigieg,positive,Pre-Debate,2020-02-17,heavy,3,345
Buttigieg,positive,Pre-Debate,2020-02-17,light,61,346
Buttigieg,positive,Pre-Debate,2020-02-17,moderate,7,347
Buttigieg,positive,Pre-Debate,2020-02-18,bot,4,348
Buttigieg,positive,Pre-Debate,2020-02-18,heavy,4,349
Buttigieg,positive,Pre-Debate,2020-02-18,light,83,350
Buttigieg,positive,Pre-Debate,2020-02-18,moderate,8,351
Buttigieg,positive,Pre-Debate,2020-02-19,bot,7,352
Buttigieg,positive,Pre-Debate,2020-02-19,heavy,8,353
Buttigieg,positive,Pre-Debate,2020-02-19,light,48,354
Buttigieg,positive,Pre-Debate,2020-02-19,moderate,5,355
Buttigieg,positive,Pre-Debate,2020-02-19,troll,1,356
Gabbard,negative,Post-Caucus,2020-02-23,light,29,357
Gabbard,negative,Post-Caucus,2020-02-23,moderate,1,358
Gabbard,negative,Post-Caucus,2020-02-23,troll,2,359
Gabbard,negative,Post-Caucus,2020-02-24,light,12,360
Gabbard,negative,Post-Debate,2020-02-20,heavy,1,361
Gabbard,negative,Post-Debate,2020-02-20,light,1,362
Gabbard,negative,Post-Debate,2020-02-21,heavy,1,363
Gabbard,negative,Post-Debate,2020-02-21,light,7,364
Gabbard,negative,Post-Debate,2020-02-22,light,1,365
Gabbard,negative,Pre-Debate,2020-02-09,light,1,366
Gabbard,negative,Pre-Debate,2020-02-10,light,2,367
Gabbard,negative,Pre-Debate,2020-02-11,light,2,368
Gabbard,negative,Pre-Debate,2020-02-12,heavy,1,369
Gabbard,negative,Pre-Debate,2020-02-12,light,4,370
Gabbard,negative,Pre-Debate,2020-02-13,heavy,2,371
Gabbard,negative,Pre-Debate,2020-02-13,light,5,372
Gabbard,negative,Pre-Debate,2020-02-14,light,5,373
Gabbard,negative,Pre-Debate,2020-02-15,light,2,374
Gabbard,negative,Pre-Debate,2020-02-16,heavy,1,375
Gabbard,negative,Pre-Debate,2020-02-16,light,4,376
Gabbard,negative,Pre-Debate,2020-02-17,light,5,377
Gabbard,negative,Pre-Debate,2020-02-18,light,3,378
Gabbard,negative,Pre-Debate,2020-02-18,moderate,1,379
Gabbard,negative,Pre-Debate,2020-02-19,light,1,380
Gabbard,positive,Post-Caucus,2020-02-23,heavy,3,381
Gabbard,positive,Post-Caucus,2020-02-23,light,34,382
Gabbard,positive,Post-Caucus,2020-02-23,moderate,2,383
Gabbard,positive,Post-Caucus,2020-02-23,troll,1,384
Gabbard,positive,Post-Caucus,2020-02-24,light,14,385
Gabbard,positive,Post-Debate,2020-02-19,light,1,386
Gabbard,positive,Post-Debate,2020-02-20,light,10,387
Gabbard,positive,Post-Debate,2020-02-20,moderate,1,388
Gabbard,positive,Post-Debate,2020-02-21,light,12,389
Gabbard,positive,Post-Debate,2020-02-21,moderate,1,390
Gabbard,positive,Post-Debate,2020-02-22,light,11,391
Gabbard,positive,Post-Debate,2020-02-22,moderate,1,392
Gabbard,positive,Pre-Debate,2020-02-10,light,1,393
Gabbard,positive,Pre-Debate,2020-02-11,light,1,394
Gabbard,positive,Pre-Debate,2020-02-12,light,3,395
Gabbard,positive,Pre-Debate,2020-02-13,light,6,396
Gabbard,positive,Pre-Debate,2020-02-13,moderate,1,397
Gabbard,positive,Pre-Debate,2020-02-14,light,4,398
Gabbard,positive,Pre-Debate,2020-02-15,heavy,1,399
Gabbard,positive,Pre-Debate,2020-02-15,light,8,400
Gabbard,positive,Pre-Debate,2020-02-15,moderate,1,401
Gabbard,positive,Pre-Debate,2020-02-16,light,3,402
Gabbard,positive,Pre-Debate,2020-02-17,light,2,403
Gabbard,positive,Pre-Debate,2020-02-17,moderate,1,404
Gabbard,positive,Pre-Debate,2020-02-17,troll,1,405
Gabbard,positive,Pre-Debate,2020-02-18,light,8,406
Gabbard,positive,Pre-Debate,2020-02-18,moderate,2,407
Gabbard,positive,Pre-Debate,2020-02-19,light,3,408
Gabbard,positive,Pre-Debate,2020-02-19,moderate,4,409
Klobuchar,negative,Post-Caucus,2020-02-23,heavy,1,410
Klobuchar,negative,Post-Caucus,2020-02-23,light,79,411
Klobuchar,negative,Post-Caucus,2020-02-23,moderate,4,412
Klobuchar,negative,Post-Caucus,2020-02-23,troll,1,413
Klobuchar,negative,Post-Caucus,2020-02-24,light,19,414
Klobuchar,negative,Post-Caucus,2020-02-24,moderate,2,415
Klobuchar,negative,Post-Caucus,2020-02-25,light,1,416
Klobuchar,negative,Post-Debate,2020-02-19,light,4,417
Klobuchar,negative,Post-Debate,2020-02-20,heavy,1,418
Klobuchar,negative,Post-Debate,2020-02-20,light,34,419
Klobuchar,negative,Post-Debate,2020-02-20,moderate,4,420
Klobuchar,negative,Post-Debate,2020-02-20,troll,4,421
Klobuchar,negative,Post-Debate,2020-02-21,light,13,422
Klobuchar,negative,Post-Debate,2020-02-21,moderate,3,423
Klobuchar,negative,Post-Debate,2020-02-22,light,10,424
Klobuchar,negative,Pre-Debate,2020-02-10,light,7,425
Klobuchar,negative,Pre-Debate,2020-02-11,light,5,426
Klobuchar,negative,Pre-Debate,2020-02-12,heavy,1,427
Klobuchar,negative,Pre-Debate,2020-02-12,light,27,428
Klobuchar,negative,Pre-Debate,2020-02-12,moderate,3,429
Klobuchar,negative,Pre-Debate,2020-02-13,heavy,2,430
Klobuchar,negative,Pre-Debate,2020-02-13,light,24,431
Klobuchar,negative,Pre-Debate,2020-02-13,moderate,5,432
Klobuchar,negative,Pre-Debate,2020-02-14,light,24,433
Klobuchar,negative,Pre-Debate,2020-02-14,moderate,4,434
Klobuchar,negative,Pre-Debate,2020-02-15,heavy,2,435
Klobuchar,negative,Pre-Debate,2020-02-15,light,17,436
Klobuchar,negative,Pre-Debate,2020-02-15,moderate,2,437
Klobuchar,negative,Pre-Debate,2020-02-16,heavy,4,438
Klobuchar,negative,Pre-Debate,2020-02-16,light,18,439
Klobuchar,negative,Pre-Debate,2020-02-16,moderate,2,440
Klobuchar,negative,Pre-Debate,2020-02-16,troll,1,441
Klobuchar,negative,Pre-Debate,2020-02-17,light,13,442
Klobuchar,negative,Pre-Debate,2020-02-17,troll,1,443
Klobuchar,negative,Pre-Debate,2020-02-18,heavy,1,444
Klobuchar,negative,Pre-Debate,2020-02-18,light,16,445
Klobuchar,negative,Pre-Debate,2020-02-18,moderate,3,446
Klobuchar,negative,Pre-Debate,2020-02-18,troll,1,447
Klobuchar,negative,Pre-Debate,2020-02-19,light,14,448
Klobuchar,negative,Pre-Debate,2020-02-19,moderate,3,449
Klobuchar,negative,Pre-Debate,2020-02-19,troll,1,450
